0, 49500000
0.01, 49509418.7457272
0.02, 49518812.5972546
0.03, 49526309.8207407
0.04, 49535659.1101239
0.05, 49544983.7792941
0.06, 49554283.9251246
0.07, 49563559.6439785
0.08, 49572811.0317122
0.09, 49582038.1836791
0.1, 49591241.1947325
0.11, 49600420.1592289
0.12, 49609575.1710317
0.13, 49618706.323514
0.14, 49627813.7095619
0.15, 49638711.3311947
0.16, 49647766.755667
0.17, 49656798.7077054
0.18, 49667606.1944583
0.19, 49676586.8263615
0.2, 49685544.2749801
0.21, 49696262.7372017
0.22, 49705169.496564
0.23, 49715827.3890137
0.24, 49724683.8868355
0.25, 49735281.7198706
0.26, 49745847.0062771
0.27, 49754626.6572833
0.28, 49765132.6617427
0.29, 49775606.5399651
0.3, 49786048.4385874
0.31, 49794725.6970838
0.32, 49805109.3443225
0.33, 49815461.4225949
0.34, 49825782.0751446
0.35, 49836071.4443459
0.36, 49846329.6717109
0.37, 49856556.8978959
0.38, 49868449.6662019
0.39, 49878610.2016552
0.4, 49888740.1757676
0.41, 49898839.7256989
0.42, 49910584.2630096
0.43, 49920618.3605035
0.44, 49930622.4627559
0.45, 49942256.1831523
0.46, 49952195.7535623
0.47, 49963754.5495651
0.48, 49973630.2080487
0.49, 49985114.7982401
0.5, 49996559.725865
0.51, 50006338.2505347
0.52, 50017710.0599555
0.53, 50029042.7866895
0.54, 50040336.6310126
0.55, 50051591.7918296
0.56, 50062808.4666856
0.57, 50073986.8517783
0.58, 50085127.1419686
0.59, 50096229.5307928
0.6, 50107294.2104736
0.61, 50118321.3719312
0.62, 50130878.144684
0.63, 50141825.5468532
0.64, 50152736.022478
0.65, 50165160.159384
0.66, 50175992.1302186
0.67, 50188327.0291912
0.68, 50199081.3354754
0.69, 50211327.9499073
0.7, 50223527.8643837
0.71, 50234164.689595
0.72, 50246277.7551084
0.73, 50258344.8779622
0.74, 50270366.3177107
0.75, 50282342.3319504
0.76, 50294273.1763379
0.77, 50306159.104609
0.78, 50318000.368596
0.79, 50329797.2182465
0.8, 50343015.8939075
0.81, 50354719.1844917
0.82, 50366378.8298671
0.83, 50379444.0629417
0.84, 50391011.7647078
0.85, 50403974.1695206
0.86, 50415451.0049353
0.87, 50428311.7838974
0.88, 50441119.2413193
0.89, 50452459.1501949
0.9, 50465166.784642
0.91, 50477822.0406647
0.92, 50490425.239526
0.93, 50502976.6998592
0.94, 50515476.7376952
0.95, 50527925.6664886
0.96, 50540323.7971444
0.97, 50554040.294803
0.98, 50566332.1946169
0.99, 50578574.2475285
1, 50592118.4317684
1.01, 50604256.2368459
1.02, 50617685.3251652
1.03, 50631054.421262
1.04, 50643035.643835
1.05, 50656291.8496666
1.06, 50669489.2092401
1.07, 50682628.1109266
1.08, 50695708.9396782
1.09, 50708732.0770662
1.1, 50721697.9013178
1.11, 50734606.7873528
1.12, 50747459.1068201
1.13, 50761531.7634545
1.14, 50774266.4884975
1.15, 50788210.6726143
1.16, 50800829.398521
1.17, 50814646.8490118
1.18, 50828398.5986602
1.19, 50840843.5667205
1.2, 50854471.172508
1.21, 50868034.4154256
1.22, 50881533.7469865
1.23, 50894969.6144815
1.24, 50908342.4610278
1.25, 50921652.7256184
1.26, 50936102.1507444
1.27, 50949282.962813
1.28, 50963592.1890664
1.29, 50976645.4134829
1.3, 50990816.455667
1.31, 51003743.9215809
1.32, 51017778.7560002
1.33, 51031743.2974669
1.34, 51045638.0684693
1.35, 51059463.5863207
1.36, 51073220.3632231
1.37, 51086908.9063306
1.38, 51100529.7178117
1.39, 51115209.7402526
1.4, 51128691.0355904
1.41, 51143221.0666917
1.42, 51156564.9604447
1.43, 51170947.2677641
1.44, 51185253.6396875
1.45, 51198392.6374436
1.46, 51212554.6454086
1.47, 51226642.4384743
1.48, 51240656.593272
1.49, 51255667.0615532
1.5, 51269530.0920013
1.51, 51283321.221337
1.52, 51298093.4305813
1.53, 51311736.9866318
1.54, 51326351.5342895
1.55, 51340885.314001
1.56, 51354309.224526
1.57, 51368689.098891
1.58, 51382990.1219182
1.59, 51397212.934142
1.6, 51412365.5911863
1.61, 51426428.4031362
1.62, 51440414.9287263
1.63, 51455316.5335536
1.64, 51469146.9796899
1.65, 51483882.7420105
1.66, 51498533.7969778
1.67, 51512132.3261415
1.68, 51526621.6504163
1.69, 51541028.358835
1.7, 51556305.238898
1.71, 51570543.4085492
1.72, 51584701.0758679
1.73, 51599714.615001
1.74, 51613708.0368678
1.75, 51628547.8887664
1.76, 51643299.2597899
1.77, 51657962.9303102
1.78, 51672539.6715427
1.79, 51687030.2456802
1.8, 51701435.4060249
1.81, 51715755.8971181
1.82, 51729992.4548672
1.83, 51745027.644919
1.84, 51759969.7652772
1.85, 51773948.6815091
1.86, 51788712.5589119
1.87, 51803385.841873
1.88, 51817969.3519554
1.89, 51832463.9008139
1.9, 51847714.9965571
1.91, 51862028.9042756
1.92, 51876256.2735209
1.93, 51891227.0817488
1.94, 51906102.643828
1.95, 51920883.8547141
1.96, 51935571.5981835
1.97, 51950166.7470068
1.98, 51964670.1631206
1.99, 51979082.6977951
2, 51994198.262561
2.01, 52008426.6143422
2.02, 52023349.6033105
2.03, 52038175.1106328
2.04, 52052131.2590995
2.05, 52067537.4270776
2.06, 52082076.0796652
2.07, 52096520.9379185
2.08, 52110872.8945179
2.09, 52125880.8213246
2.1, 52140787.8012231
2.11, 52154856.8421976
2.12, 52169569.8435847
2.13, 52184184.8141343
2.14, 52198702.7168371
2.15, 52213843.0851765
2.16, 52228164.9565298
2.17, 52243101.5470783
2.18, 52257231.2758573
2.19, 52271968.1177645
2.2, 52286604.1754164
2.21, 52301140.4642897
2.22, 52315577.9862724
2.23, 52330598.1525667
2.24, 52344836.5076491
2.25, 52359650.1497387
2.26, 52374359.7471273
2.27, 52388966.3757519
2.28, 52403471.0967768
2.29, 52417874.9568465
2.3, 52432178.9883333
2.31, 52447027.5700182
2.32, 52461130.5635124
2.33, 52475771.1501561
2.34, 52490307.0856182
2.35, 52504739.4703724
2.36, 52519069.3895325
2.37, 52533297.9131198
2.38, 52548038.1051405
2.39, 52562062.6945829
2.4, 52576592.3361998
2.41, 52591016.1702135
2.42, 52605335.3292813
2.43, 52619550.9299719
2.44, 52634249.9132884
2.45, 52648257.4834711
2.46, 52662742.1067458
2.47, 52677119.1342797
2.48, 52691389.7401689
2.49, 52705555.0815143
2.5, 52719616.298728
2.51, 52734130.7178401
2.52, 52747982.9898994
2.53, 52762282.485406
2.54, 52776474.2123412
2.55, 52790559.3628762
2.56, 52804539.111693
2.57, 52818946.2232911
2.58, 52832714.6813848
2.59, 52846904.817749
2.6, 52860986.2650226
2.61, 52874960.2442984
2.62, 52888827.9584817
2.63, 52902590.5926277
2.64, 52916753.2123283
2.65, 52930805.3622442
2.66, 52944748.3054609
2.67, 52958583.2859228
2.68, 52972311.5287938
2.69, 52985934.2408114
2.7, 52999933.4945034
2.71, 53013822.1203347
2.72, 53027601.3988362
2.73, 53041272.5908987
2.74, 53054836.9381481
2.75, 53068295.6633118
2.76, 53082108.6159412
2.77, 53095811.1377917
2.78, 53109404.5210637
2.79, 53122890.0379276
2.8, 53136268.9409108
2.81, 53149983.1133601
2.82, 53163586.1021673
2.83, 53177079.2257674
2.84, 53190463.7818903
2.85, 53203741.0479661
2.86, 53216912.2815205
2.87, 53230398.4876359
2.88, 53243774.3694774
2.89, 53257041.2460791
2.9, 53270200.4155961
2.91, 53283659.3526908
2.92, 53296603.6544657
2.93, 53309843.6627274
2.94, 53322974.516038
2.95, 53335997.5285679
2.96, 53349303.7517968
2.97, 53362111.7714337
2.98, 53375199.1670113
2.99, 53388177.5276795
3, 53401048.1790753
3.01, 53414186.2469146
3.02, 53426842.2992062
3.03, 53439762.1540413
3.04, 53452573.3448371
3.05, 53465277.2043452
3.06, 53478233.4369809
3.07, 53490723.5725665
3.08, 53503462.681827
3.09, 53516093.7295071
3.1, 53528618.0513474
3.11, 53541380.4387704
3.12, 53554032.8795247
3.13, 53566576.7531653
3.14, 53579013.4163597
3.15, 53591344.2033607
3.16, 53603570.4264672
3.17, 53616019.6024248
3.18, 53628361.2225999
3.19, 53640596.6392297
3.2, 53653045.0026364
3.21, 53665069.2715059
3.22, 53677303.6623875
3.23, 53689431.7214566
3.24, 53701761.7076656
3.25, 53713678.4711643
3.26, 53725794.5003148
3.27, 53737804.2578109
3.28, 53749709.0981883
3.29, 53761804.0687318
3.3, 53773500.5074097
3.31, 53785384.5940743
3.32, 53797163.9757903
3.33, 53809123.4927921
3.34, 53820694.9877588
3.35, 53832444.2875934
3.36, 53844089.2591821
3.37, 53855904.8117257
3.38, 53867342.7320935
3.39, 53878949.0497275
3.4, 53890451.5693462
3.41, 53901851.6370684
3.42, 53913412.1492064
3.43, 53924608.9535153
3.44, 53935964.1749659
3.45, 53947472.1726265
3.46, 53958622.8274473
3.47, 53969924.3518057
3.48, 53981123.5252459
3.49, 53992221.6900958
3.5, 54003463.4537127
3.51, 54014361.3640017
3.52, 54025401.1084525
3.53, 54036577.4517517
3.54, 54047416.1422031
3.55, 54058389.7794289
3.56, 54069262.9999979
3.57, 54080037.1327485
3.58, 54090939.5867902
3.59, 54101741.4197329
3.6, 54112443.9738054
3.61, 54123048.5676331
3.62, 54133774.3932
3.63, 54144400.8382638
3.64, 54154929.2327777
3.65, 54165360.8832387
3.66, 54175907.0307697
3.67, 54186355.1212906
3.68, 54196706.4706844
3.69, 54207166.5247701
3.7, 54217326.3762324
3.71, 54227593.7210928
3.72, 54237964.2124248
3.73, 54248040.2830486
3.74, 54258218.3811809
3.75, 54268301.3065718
3.76, 54278481.5268169
3.77, 54288376.1625198
3.78, 54298367.06596
3.79, 54308450.1879713
3.8, 54318253.362987
3.81, 54328147.8143315
3.82, 54337948.9817157
3.83, 54347837.0701477
3.84, 54357453.77504
3.85, 54367156.5409683
3.86, 54376941.6035733
3.87, 54386460.7590673
3.88, 54396061.4286834
3.89, 54405570.9704562
3.9, 54415158.02646
3.91, 54424653.2463648
3.92, 54434057.89412
3.93, 54443373.2107992
3.94, 54452761.5166324
3.95, 54462059.8520097
3.96, 54471269.4547825
3.97, 54480548.0573553
3.98, 54489737.3550623
3.99, 54498838.5811915
4, 54507852.9466474
